,Country,Country code,Job,Currency Notation,Avg. salary,Min. salary,Max. salary,Cities,Variation,Male percent,Female percent,Skills in demand,convert,Avg. salary (USD),Max. salary (USD),Min. salary (USD)
1295,CHINA,CN,Software_Engineer,¥,201079.0,21000.0,454000.0,"Hangzhou, Zhejiang",-50%,90.5%,9.5%,"['Linux', 'C++ Programming Language', 'C# Programming Language', 'Java', 'ASP.NET Framework', '.NET', 'Python', 'SQL', 'JavaScript']",0.15,30161.85,68100.0,3150.0
1296,CHINA,CN,Primary_School_Teacher,¥,225853.0,73000.0,327000.0,"Shanghai, Shanghai",-0%,42.9%,57.1%,"['Childhood Education', 'English Language', 'Curriculum Planning']",0.15,33877.95,49050.0,10950.0
1297,CHINA,CN,Secondary_School_Teacher,¥,180000.0,33000.0,258000.0,"Shanghai, Shanghai",+78%,100%,0,['English Language'],0.15,27000.0,38700.0,4950.0
1298,CHINA,CN,Secondary_School_Teacher,¥,180000.0,33000.0,258000.0,"Beijing, Beijing",+44%,100%,0,['English Language'],0.15,27000.0,38700.0,4950.0
1299,CHINA,CN,Secondary_School_Teacher,¥,180000.0,33000.0,258000.0,"Guangzhou, Guangdong",-79%,100%,0,['English Language'],0.15,27000.0,38700.0,4950.0
1300,CHINA,CN,High_School_Teacher,¥,254565.0,40000.0,401000.0,"Shanghai, Shanghai",+31%,75%,25%,"['Team Leadership', 'Oral / Verbal Communication', 'Leadership', 'Curriculum Planning', 'English Language', 'Microsoft Office']",0.15,38184.75,60150.0,6000.0
1301,CHINA,CN,High_School_Teacher,¥,254565.0,40000.0,401000.0,"Beijing, Beijing",+5%,75%,25%,"['Team Leadership', 'Oral / Verbal Communication', 'Leadership', 'Curriculum Planning', 'English Language', 'Microsoft Office']",0.15,38184.75,60150.0,6000.0
1302,CHINA,CN,High_School_Teacher,¥,254565.0,40000.0,401000.0,"Guangzhou, Guangdong",-85%,75%,25%,"['Team Leadership', 'Oral / Verbal Communication', 'Leadership', 'Curriculum Planning', 'English Language', 'Microsoft Office']",0.15,38184.75,60150.0,6000.0
1303,CHINA,CN,Accountant,¥,71216.0,40000.0,149000.0,"Beijing, Beijing",+33%,0,0,['Financial Reporting'],0.15,10682.4,22350.0,6000.0
1304,CHINA,CN,Finance_Manager,¥,346044.0,196000.0,580000.0,"Shanghai, Shanghai",+3%,50%,50%,"['Financial Reporting', 'Accounting', 'Budgeting', 'Microsoft Excel', 'Microsoft Office', 'Financial Analysis']",0.15,51906.6,87000.0,29400.0
1305,CHINA,CN,Finance_Manager,¥,346044.0,196000.0,580000.0,"Beijing, Beijing",-13%,50%,50%,"['Financial Reporting', 'Accounting', 'Budgeting', 'Microsoft Excel', 'Microsoft Office', 'Financial Analysis']",0.15,51906.6,87000.0,29400.0
1306,CHINA,CN,Financial_Analyst,¥,148304.0,122000.0,295000.0,"Shanghai, Shanghai",+1%,100%,0,[],0.15,22245.6,44250.0,18300.0
1307,CHINA,CN,Design_Architect,¥,242875.0,80000.0,409000.0,"Shanghai, Shanghai",+2%,54.5%,45.5%,"['Microsoft Office', 'Adobe Photoshop', 'Design', 'Graphic Design', 'Autodesk Revit Architecture']",0.15,36431.25,61350.0,12000.0
1308,CHINA,CN,Design_Architect,¥,242875.0,80000.0,409000.0,"Beijing, Beijing",-16%,54.5%,45.5%,"['Microsoft Office', 'Adobe Photoshop', 'Design', 'Graphic Design', 'Autodesk Revit Architecture']",0.15,36431.25,61350.0,12000.0
1309,CHINA,CN,Professor%2C_Postsecondary_%2F_Higher_Education,¥,500000.0,154000.0,720000.0,CHINA,0,0,0,[],0.15,75000.0,108000.0,23100.0
1310,CHINA,CN,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,¥,200000.0,0.0,0.0,CHINA,0,0,0,[],0.15,30000.0,0.0,0.0
1311,CHINA,CN,General_Manager,¥,600000.0,420000.0,925000.0,CHINA,0,100%,0,[],0.15,90000.0,138750.0,63000.0
1312,CHINA,CN,Deputy_General_Manager,¥,485000.0,0.0,0.0,CHINA,0,100%,0,[],0.15,72750.0,0.0,0.0
1313,CHINA,CN,Network_Engineer,¥,338373.0,0.0,0.0,CHINA,0,100%,0,[],0.15,50755.95,0.0,0.0
1314,CHINA,CN,Data_Engineer,¥,244898.0,0.0,0.0,CHINA,0,0,0,[],0.15,36734.7,0.0,0.0
1315,CHINA,CN,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),¥,160000.0,130000.0,203000.0,CHINA,0,100%,0,['Software Test'],0.15,24000.0,30450.0,19500.0
1316,CHINA,CN,Lead_Software_Engineer,¥,300000.0,245000.0,541000.0,CHINA,0,100%,0,[],0.15,45000.0,81150.0,36750.0
1317,CHINA,CN,Web_Developer,¥,140000.0,118000.0,180000.0,"Shanghai, Shanghai",+11%,100%,0,['Web Development'],0.15,21000.0,27000.0,17700.0
1318,CHINA,CN,Front_End_Developer_%2F_Engineer,¥,200000.0,18000.0,400000.0,"Shanghai, Shanghai",+100%,100%,0,"['JavaScript', 'React.js']",0.15,30000.0,60000.0,2700.0
1319,CHINA,CN,.NET_Software_Developer_%2F_Programmer,¥,272000.0,0.0,0.0,CHINA,0,50%,50%,[],0.15,40800.0,0.0,0.0
1320,CHINA,CN,Project_Manager%2C_Information_Technology_(IT),¥,207692.0,5.0,695000.0,"Shanghai, Shanghai",+11%,75%,25%,"['Business Analysis', 'Project Management']",0.15,31153.8,104250.0,0.75
1321,CHINA,CN,Senior_Project_Manager%2C_IT,¥,249743.0,0.0,0.0,CHINA,0,100%,0,[],0.15,37461.45,0.0,0.0
1322,CHINA,CN,Java_Developer,¥,184865.0,60000.0,358000.0,"Shanghai, Shanghai",-35%,66.7%,33.3%,['Java'],0.15,27729.75,53700.0,9000.0
1323,CHINA,CN,Senior_Java_Developer,¥,172174.0,0.0,0.0,CHINA,0,66.7%,33.3%,"['Spring', 'Java/J2EE']",0.15,25826.1,0.0,0.0
1324,CHINA,CN,Senior_Java_Developer,¥,172174.0,0.0,0.0,CHINA,0,66.7%,33.3%,"['Spring', 'Java/J2EE']",0.15,25826.1,0.0,0.0
1325,CHINA,CN,iOS_Developer,¥,155000.0,0.0,0.0,"Shanghai, Shanghai",+23%,100%,0,[],0.15,23250.0,0.0,0.0
1326,NETHERLANDS,NL,Data_Scientist,€,46572.0,31000.0,70000.0,NETHERLANDS,0,75.1%,24.3%,"['Apache Spark', 'Algorithm Development', 'Statistical Analysis', 'SQL', 'Big Data Analytics', 'Deep Learning', 'Data Modeling', 'Python', 'Data Analysis', 'R']",1.18,54954.96,82600.0,36580.0
1327,NETHERLANDS,NL,Software_Engineer,€,47680.0,34000.0,67000.0,NETHERLANDS,0,90.4%,9.4%,"['Java', 'C++ Programming Language', 'C Programming Language', 'JavaScript', 'SQL', 'Linux', 'Python', '.NET', 'PHP', 'C# Programming Language']",1.18,56262.399999999994,79060.0,40120.0
1328,NETHERLANDS,NL,Primary_School_Teacher,€,34529.0,25000.0,46000.0,NETHERLANDS,0,66.7%,33.3%,[],1.18,40744.22,54280.0,29500.0
1329,NETHERLANDS,NL,Secondary_School_Teacher,€,36259.0,11000.0,56000.0,NETHERLANDS,0,0,100%,['English Language'],1.18,42785.619999999995,66080.0,12980.0
1330,NETHERLANDS,NL,High_School_Teacher,€,39145.0,24000.0,61000.0,NETHERLANDS,0,75%,25%,"['Leadership', 'English Language', 'Curriculum Planning']",1.18,46191.1,71980.0,28320.0
1331,NETHERLANDS,NL,Accountant,€,37730.0,26000.0,59000.0,NETHERLANDS,0,43.8%,56.3%,"['Financial Analysis', 'Financial Reporting', 'Microsoft Excel', 'General Ledger Accounting', 'Bookkeeping', 'Accounts Receivable', 'Accounts Payable', 'Accounting']",1.18,44521.399999999994,69620.0,30680.0
1332,NETHERLANDS,NL,Finance_Manager,€,68475.0,40000.0,93000.0,NETHERLANDS,0,60.4%,39.6%,"['Budgeting', 'Financial Modeling', 'Forecasting', 'People Management', 'Accounting', 'Financial Reporting', 'SAP Financial Accounting and Controlling (SAP FICO)', 'Financial Analysis', 'Strategic Planning', 'Microsoft Excel']",1.18,80800.5,109740.0,47200.0
1333,NETHERLANDS,NL,Chartered_Accountant,€,51923.0,47000.0,92000.0,NETHERLANDS,0,100%,0,[],1.18,61269.14,108560.0,55460.0
1334,NETHERLANDS,NL,Financial_Analyst,€,43263.0,31000.0,61000.0,NETHERLANDS,0,54.4%,45.6%,"['Accounting', 'Forecasting', 'Financial Analysis', 'Financial Reporting', 'Data Analysis', 'Microsoft Excel', 'Financial Modeling']",1.18,51050.34,71980.0,36580.0
1335,NETHERLANDS,NL,Design_Architect,€,33805.0,22000.0,61000.0,NETHERLANDS,0,41.4%,58.6%,"['Microsoft Office', 'Adobe InDesign', 'Rhino 3D Modeling Software', 'Autodesk Revit Architecture', 'Autodesk 3ds Max', 'Autodesk AutoCAD', '3D Rendering', 'Adobe Illustrator']",1.18,39889.9,71980.0,25960.0
1336,NETHERLANDS,NL,Environmental_Engineer,€,47932.0,31000.0,59000.0,NETHERLANDS,0,100%,0,[],1.18,56559.759999999995,69620.0,36580.0
1337,NETHERLANDS,NL,Professor%2C_Postsecondary_%2F_Higher_Education,€,145000.0,0.0,0.0,NETHERLANDS,0,0,0,[],1.18,171100.0,0.0,0.0
1338,NETHERLANDS,NL,Associate_Professor%2C_Postsecondary_%2F_Higher_Education,€,60000.0,48000.0,72000.0,NETHERLANDS,0,100%,0,[],1.18,70800.0,84960.0,56640.0
1339,NETHERLANDS,NL,Deputy_General_Manager,€,74175.0,0.0,0.0,NETHERLANDS,0,100%,0,[],1.18,87526.5,0.0,0.0
1340,NETHERLANDS,NL,Network_Engineer,€,52377.0,36000.0,79000.0,NETHERLANDS,0,90%,10%,"['IP Network', 'Network Architecture / Design', 'Network Support', 'Switching and Routing', 'Switches & Firewall Installation and Administration', 'Network Management / Administration', 'Cisco Networking']",1.18,61804.85999999999,93220.0,42480.0
1341,NETHERLANDS,NL,Database_Administrator_(DBA),€,46302.0,29000.0,70000.0,NETHERLANDS,0,88.9%,11.1%,"['SQL', 'Oracle', 'Microsoft SQL Server', 'Database Administration']",1.18,54636.36,82600.0,34220.0
1342,NETHERLANDS,NL,Data_Engineer,€,49425.0,32000.0,66000.0,NETHERLANDS,0,87.5%,12.5%,"['Apache Hadoop', 'Amazon Web Services (AWS)', 'Apache Spark', 'Data Modeling', 'SQL', 'ETL (Extract, transform, load)', 'Big Data Analytics', 'Python', 'Data Processing', 'Data Analysis']",1.18,58321.5,77880.0,37760.0
1343,NETHERLANDS,NL,Test_%2F_Quality_Assurance_(QA)_Engineer_(Computer_Software),€,40935.0,29000.0,59000.0,NETHERLANDS,0,51%,49%,"['Java', 'Selenium Automated Test Tool', 'Software Test', 'System Testing', 'Test Planning', 'Test Engineering']",1.18,48303.299999999996,69620.0,34220.0
1344,NETHERLANDS,NL,Lead_Software_Engineer,€,63343.0,47000.0,87000.0,NETHERLANDS,0,96.2%,3.8%,"['JavaScript', 'React.js', 'Software Development', 'Java', 'Amazon Web Services (AWS)', 'Software Architecture', 'Python', 'PHP', 'C# Programming Language', '.NET']",1.18,74744.73999999999,102660.0,55460.0
1345,NETHERLANDS,NL,Web_Developer,€,34006.0,23000.0,52000.0,NETHERLANDS,0,79.3%,20.7%,"['Ruby on Rails', 'Angular.js', 'JavaScript', 'PHP', 'Web Development', 'HTML', 'Cascading Style Sheets (CSS)', 'React.js', 'MySQL', 'HTML5']",1.18,40127.079999999994,61360.0,27140.0
1346,NETHERLANDS,NL,Front_End_Developer_%2F_Engineer,€,41411.0,27000.0,63000.0,NETHERLANDS,0,79.3%,20.2%,"['Angular.js', 'TypeScript Programming Language', 'Node.js', 'React.js', 'JavaScript', 'HTML', 'Cascading Style Sheets (CSS)', 'HTML5', 'Web Development', 'jQuery']",1.18,48864.979999999996,74340.0,31860.0
1347,NETHERLANDS,NL,.NET_Software_Developer_%2F_Programmer,€,43782.0,30000.0,62000.0,NETHERLANDS,0,87.8%,12.2%,"['.NET', 'C# Programming Language', 'ASP.NET Framework', 'SQL', 'JavaScript', 'Microsoft SQL Server', 'Model-view-controller (MVC)']",1.18,51662.759999999995,73160.0,35400.0
1348,NETHERLANDS,NL,Project_Manager%2C_Information_Technology_(IT),€,62000.0,40000.0,79000.0,NETHERLANDS,0,73%,27%,"['IT Management', 'Microsoft Project', 'Project Management', 'Microsoft Office', 'Project Coordinating', 'Agile Software Development', 'Business Analysis']",1.18,73160.0,93220.0,47200.0
1349,NETHERLANDS,NL,Senior_Project_Manager%2C_IT,€,77865.0,59000.0,100000.0,NETHERLANDS,0,78.9%,21.1%,"['Leadership', 'Program Management', 'Project Management', 'IT Management', 'Strategic Project Management']",1.18,91880.7,118000.0,69620.0
1350,NETHERLANDS,NL,Java_Developer,€,46517.0,32000.0,65000.0,NETHERLANDS,0,81.2%,17.6%,"['Eclipse Java IDE', 'RESTful Web Services', 'Angular.js', 'Java/J2EE', 'Hibernate', 'SQL', 'JavaScript', 'MySQL', 'Amazon Web Services (AWS)', 'eXtensible Markup Language (XML)']",1.18,54890.06,76700.0,37760.0
1351,NETHERLANDS,NL,Senior_Java_Developer,€,59847.0,45000.0,77000.0,NETHERLANDS,0,87.5%,12.5%,"['SQL', 'RESTful Web Services', 'Java', 'Spring', 'Java/J2EE', 'JavaScript', 'Kubernetes']",1.18,70619.45999999999,90860.0,53100.0
1352,NETHERLANDS,NL,Senior_Java_Developer,€,59847.0,45000.0,77000.0,NETHERLANDS,0,87.5%,12.5%,"['SQL', 'RESTful Web Services', 'Java', 'Spring', 'Java/J2EE', 'JavaScript', 'Kubernetes']",1.18,70619.45999999999,90860.0,53100.0
1353,NETHERLANDS,NL,Business_Intelligence_(BI)_Developer,€,47606.0,26000.0,68000.0,NETHERLANDS,0,72.2%,27.8%,"['Data Warehouse', 'SQL', 'ETL (Extract, transform, load)', 'SQL Server Integration Services (SSIS)', 'Microsoft SQL Server', 'SQL Server Reporting Services (SSRS)']",1.18,56175.079999999994,80240.0,30680.0
1354,NETHERLANDS,NL,iOS_Developer,€,45051.0,35000.0,67000.0,NETHERLANDS,0,83.3%,16.7%,"['Swift Programming Language', 'Mobile applications development', 'Objective-C', 'iOS SDK', 'Apple Xcode IDE']",1.18,53160.18,79060.0,41300.0
1355,NETHERLANDS,NL,Cyber_Security_Analyst,€,55000.0,29000.0,153000.0,NETHERLANDS,0,60%,40%,"['Cyber Security', 'Security Intrusion Detection']",1.18,64900.0,180540.0,34220.0
1356,NETHERLANDS,NL,Application_Developer,€,43982.0,27000.0,70000.0,NETHERLANDS,0,70%,30%,"['Java', 'JavaScript']",1.18,51898.759999999995,82600.0,31860.0
1357,NETHERLANDS,NL,Web_Designer_%26_Developer,€,31997.0,27000.0,38000.0,NETHERLANDS,0,88.9%,11.1%,"['HTML5', 'JavaScript', 'Web Design']",1.18,37756.46,44840.0,31860.0
1358,NETHERLANDS,NL,ScrumMaster,€,55000.0,37000.0,71000.0,NETHERLANDS,0,50%,50%,"['Agile Software Development', 'Scrum', 'ScrumMaster', 'Facilitator', 'JIRA', 'Project Management']",1.18,64900.0,83780.0,43660.0
1359,NETHERLANDS,NL,Telecommunications_Engineer,€,57959.0,30000.0,99000.0,NETHERLANDS,0,80%,20%,[],1.18,68391.62,116820.0,35400.0
1360,GERMANY,DE,Data_Scientist,€,55366.0,41000.0,77000.0,"Frankfurt, Hessen",+44%,85.2%,14.8%,"['Deep Learning', 'Data Modeling', 'Big Data Analytics', 'Machine Learning', 'Natural Language Processing (NLP)', 'Data Analysis', 'Statistical Analysis', 'Apache Spark', 'R', 'SQL']",1.18,65331.88,90860.0,48380.0
1361,GERMANY,DE,Data_Scientist,€,55366.0,41000.0,77000.0,"Düsseldorf, Nordrhein-Westfalen (North Rhine-Westphalia)",+8%,85.2%,14.8%,"['Deep Learning', 'Data Modeling', 'Big Data Analytics', 'Machine Learning', 'Natural Language Processing (NLP)', 'Data Analysis', 'Statistical Analysis', 'Apache Spark', 'R', 'SQL']",1.18,65331.88,90860.0,48380.0
1362,GERMANY,DE,Data_Scientist,€,55366.0,41000.0,77000.0,"Munich, Bavaria (Bayern)",+7%,85.2%,14.8%,"['Deep Learning', 'Data Modeling', 'Big Data Analytics', 'Machine Learning', 'Natural Language Processing (NLP)', 'Data Analysis', 'Statistical Analysis', 'Apache Spark', 'R', 'SQL']",1.18,65331.88,90860.0,48380.0
1363,GERMANY,DE,Data_Scientist,€,55366.0,41000.0,77000.0,"Frankfurt am Main, Hessen",-0%,85.2%,14.8%,"['Deep Learning', 'Data Modeling', 'Big Data Analytics', 'Machine Learning', 'Natural Language Processing (NLP)', 'Data Analysis', 'Statistical Analysis', 'Apache Spark', 'R', 'SQL']",1.18,65331.88,90860.0,48380.0
1364,GERMANY,DE,Data_Scientist,€,55366.0,41000.0,77000.0,"Berlin, Berlin",-1%,85.2%,14.8%,"['Deep Learning', 'Data Modeling', 'Big Data Analytics', 'Machine Learning', 'Natural Language Processing (NLP)', 'Data Analysis', 'Statistical Analysis', 'Apache Spark', 'R', 'SQL']",1.18,65331.88,90860.0,48380.0
1365,GERMANY,DE,Data_Scientist,€,55366.0,41000.0,77000.0,"Hamburg, Hamburg",-2%,85.2%,14.8%,"['Deep Learning', 'Data Modeling', 'Big Data Analytics', 'Machine Learning', 'Natural Language Processing (NLP)', 'Data Analysis', 'Statistical Analysis', 'Apache Spark', 'R', 'SQL']",1.18,65331.88,90860.0,48380.0
1366,GERMANY,DE,Data_Scientist,€,55366.0,41000.0,77000.0,"Stuttgart, Baden-Wuerttemberg",-4%,85.2%,14.8%,"['Deep Learning', 'Data Modeling', 'Big Data Analytics', 'Machine Learning', 'Natural Language Processing (NLP)', 'Data Analysis', 'Statistical Analysis', 'Apache Spark', 'R', 'SQL']",1.18,65331.88,90860.0,48380.0
1367,GERMANY,DE,Software_Engineer,€,53880.0,40000.0,70000.0,"Stuttgart, Baden-Wuerttemberg",+4%,90.1%,9.7%,"['C++ Programming Language', 'Spring', 'Node.js', 'Python', 'SQL', 'JavaScript', 'Linux', 'PHP', 'C# Programming Language', '.NET']",1.18,63578.399999999994,82600.0,47200.0
1368,GERMANY,DE,Software_Engineer,€,53880.0,40000.0,70000.0,"Berlin, Berlin",+1%,90.1%,9.7%,"['C++ Programming Language', 'Spring', 'Node.js', 'Python', 'SQL', 'JavaScript', 'Linux', 'PHP', 'C# Programming Language', '.NET']",1.18,63578.399999999994,82600.0,47200.0
1369,GERMANY,DE,Software_Engineer,€,53880.0,40000.0,70000.0,"Munich, Bavaria (Bayern)",-0%,90.1%,9.7%,"['C++ Programming Language', 'Spring', 'Node.js', 'Python', 'SQL', 'JavaScript', 'Linux', 'PHP', 'C# Programming Language', '.NET']",1.18,63578.399999999994,82600.0,47200.0
1370,GERMANY,DE,Software_Engineer,€,53880.0,40000.0,70000.0,"Frankfurt am Main, Hessen",-1%,90.1%,9.7%,"['C++ Programming Language', 'Spring', 'Node.js', 'Python', 'SQL', 'JavaScript', 'Linux', 'PHP', 'C# Programming Language', '.NET']",1.18,63578.399999999994,82600.0,47200.0
1371,GERMANY,DE,Software_Engineer,€,53880.0,40000.0,70000.0,"Hamburg, Hamburg",-5%,90.1%,9.7%,"['C++ Programming Language', 'Spring', 'Node.js', 'Python', 'SQL', 'JavaScript', 'Linux', 'PHP', 'C# Programming Language', '.NET']",1.18,63578.399999999994,82600.0,47200.0
1372,GERMANY,DE,Software_Engineer,€,53880.0,40000.0,70000.0,"Karlsruhe, Baden-Wuerttemberg",-5%,90.1%,9.7%,"['C++ Programming Language', 'Spring', 'Node.js', 'Python', 'SQL', 'JavaScript', 'Linux', 'PHP', 'C# Programming Language', '.NET']",1.18,63578.399999999994,82600.0,47200.0
1373,GERMANY,DE,Software_Engineer,€,53880.0,40000.0,70000.0,"Nuremberg, Bavaria (Bayern)",-6%,90.1%,9.7%,"['C++ Programming Language', 'Spring', 'Node.js', 'Python', 'SQL', 'JavaScript', 'Linux', 'PHP', 'C# Programming Language', '.NET']",1.18,63578.399999999994,82600.0,47200.0
1374,GERMANY,DE,Primary_School_Teacher,€,37363.0,23000.0,56000.0,"Berlin, Berlin",+26%,0,100%,['English Language'],1.18,44088.34,66080.0,27140.0
1375,GERMANY,DE,Secondary_School_Teacher,€,42494.0,30000.0,55000.0,"Stuttgart, Baden-Wuerttemberg",+23%,28.6%,71.4%,"['English Language', 'Team Leadership']",1.18,50142.92,64900.0,35400.0
1376,GERMANY,DE,Secondary_School_Teacher,€,42494.0,30000.0,55000.0,"Frankfurt am Main, Hessen",-1%,28.6%,71.4%,"['English Language', 'Team Leadership']",1.18,50142.92,64900.0,35400.0
1377,GERMANY,DE,Secondary_School_Teacher,€,42494.0,30000.0,55000.0,"Hamburg, Hamburg",-12%,28.6%,71.4%,"['English Language', 'Team Leadership']",1.18,50142.92,64900.0,35400.0
1378,GERMANY,DE,Secondary_School_Teacher,€,42494.0,30000.0,55000.0,"Frankfurt, Hessen",-32%,28.6%,71.4%,"['English Language', 'Team Leadership']",1.18,50142.92,64900.0,35400.0
1379,GERMANY,DE,High_School_Teacher,€,44369.0,18000.0,68000.0,"Stuttgart, Baden-Wuerttemberg",+18%,55.6%,44.4%,"['Oral / Verbal Communication', 'Curriculum Planning', 'Leadership', 'English Language', 'Team Leadership']",1.18,52355.42,80240.0,21240.0
1380,GERMANY,DE,High_School_Teacher,€,44369.0,18000.0,68000.0,"Hamburg, Hamburg",+1%,55.6%,44.4%,"['Oral / Verbal Communication', 'Curriculum Planning', 'Leadership', 'English Language', 'Team Leadership']",1.18,52355.42,80240.0,21240.0
1381,GERMANY,DE,High_School_Teacher,€,44369.0,18000.0,68000.0,"Frankfurt am Main, Hessen",-5%,55.6%,44.4%,"['Oral / Verbal Communication', 'Curriculum Planning', 'Leadership', 'English Language', 'Team Leadership']",1.18,52355.42,80240.0,21240.0
1382,GERMANY,DE,High_School_Teacher,€,44369.0,18000.0,68000.0,"Berlin, Berlin",-10%,55.6%,44.4%,"['Oral / Verbal Communication', 'Curriculum Planning', 'Leadership', 'English Language', 'Team Leadership']",1.18,52355.42,80240.0,21240.0
1383,GERMANY,DE,Accountant,€,39414.0,30000.0,55000.0,"Stuttgart, Baden-Wuerttemberg",+29%,43.8%,56.3%,"['Accounting', 'Financial Reporting', 'Financial Analysis', 'General Ledger Accounting', 'Accounts Payable', 'Microsoft Excel', 'Bookkeeping', 'Accounts Receivable']",1.18,46508.52,64900.0,35400.0
1384,GERMANY,DE,Accountant,€,39414.0,30000.0,55000.0,"Munich, Bavaria (Bayern)",+23%,43.8%,56.3%,"['Accounting', 'Financial Reporting', 'Financial Analysis', 'General Ledger Accounting', 'Accounts Payable', 'Microsoft Excel', 'Bookkeeping', 'Accounts Receivable']",1.18,46508.52,64900.0,35400.0
1385,GERMANY,DE,Accountant,€,39414.0,30000.0,55000.0,"Düsseldorf, Nordrhein-Westfalen (North Rhine-Westphalia)",+5%,43.8%,56.3%,"['Accounting', 'Financial Reporting', 'Financial Analysis', 'General Ledger Accounting', 'Accounts Payable', 'Microsoft Excel', 'Bookkeeping', 'Accounts Receivable']",1.18,46508.52,64900.0,35400.0
1386,GERMANY,DE,Accountant,€,39414.0,30000.0,55000.0,"Berlin, Berlin",-1%,43.8%,56.3%,"['Accounting', 'Financial Reporting', 'Financial Analysis', 'General Ledger Accounting', 'Accounts Payable', 'Microsoft Excel', 'Bookkeeping', 'Accounts Receivable']",1.18,46508.52,64900.0,35400.0
1387,GERMANY,DE,Accountant,€,39414.0,30000.0,55000.0,"Hamburg, Hamburg",-1%,43.8%,56.3%,"['Accounting', 'Financial Reporting', 'Financial Analysis', 'General Ledger Accounting', 'Accounts Payable', 'Microsoft Excel', 'Bookkeeping', 'Accounts Receivable']",1.18,46508.52,64900.0,35400.0
1388,GERMANY,DE,Accountant,€,39414.0,30000.0,55000.0,"Frankfurt am Main, Hessen",-7%,43.8%,56.3%,"['Accounting', 'Financial Reporting', 'Financial Analysis', 'General Ledger Accounting', 'Accounts Payable', 'Microsoft Excel', 'Bookkeeping', 'Accounts Receivable']",1.18,46508.52,64900.0,35400.0
1389,GERMANY,DE,Finance_Manager,€,65461.0,38000.0,100000.0,"Stuttgart, Baden-Wuerttemberg",+37%,71%,29%,"['Financial Modeling', 'Strategic Planning', 'Forecasting', 'Budgeting', 'Accounting', 'SAP Financial Accounting and Controlling (SAP FICO)', 'Microsoft Excel']",1.18,77243.98,118000.0,44840.0
1390,GERMANY,DE,Finance_Manager,€,65461.0,38000.0,100000.0,"Munich, Bavaria (Bayern)",+23%,71%,29%,"['Financial Modeling', 'Strategic Planning', 'Forecasting', 'Budgeting', 'Accounting', 'SAP Financial Accounting and Controlling (SAP FICO)', 'Microsoft Excel']",1.18,77243.98,118000.0,44840.0
1391,GERMANY,DE,Finance_Manager,€,65461.0,38000.0,100000.0,"Frankfurt am Main, Hessen",+9%,71%,29%,"['Financial Modeling', 'Strategic Planning', 'Forecasting', 'Budgeting', 'Accounting', 'SAP Financial Accounting and Controlling (SAP FICO)', 'Microsoft Excel']",1.18,77243.98,118000.0,44840.0
1392,GERMANY,DE,Finance_Manager,€,65461.0,38000.0,100000.0,"Düsseldorf, Nordrhein-Westfalen (North Rhine-Westphalia)",+7%,71%,29%,"['Financial Modeling', 'Strategic Planning', 'Forecasting', 'Budgeting', 'Accounting', 'SAP Financial Accounting and Controlling (SAP FICO)', 'Microsoft Excel']",1.18,77243.98,118000.0,44840.0
1393,GERMANY,DE,Finance_Manager,€,65461.0,38000.0,100000.0,"Hamburg, Hamburg",-1%,71%,29%,"['Financial Modeling', 'Strategic Planning', 'Forecasting', 'Budgeting', 'Accounting', 'SAP Financial Accounting and Controlling (SAP FICO)', 'Microsoft Excel']",1.18,77243.98,118000.0,44840.0
1394,GERMANY,DE,Finance_Manager,€,65461.0,38000.0,100000.0,"Frankfurt, Hessen",-5%,71%,29%,"['Financial Modeling', 'Strategic Planning', 'Forecasting', 'Budgeting', 'Accounting', 'SAP Financial Accounting and Controlling (SAP FICO)', 'Microsoft Excel']",1.18,77243.98,118000.0,44840.0
1395,GERMANY,DE,Finance_Manager,€,65461.0,38000.0,100000.0,"Berlin, Berlin",-17%,71%,29%,"['Financial Modeling', 'Strategic Planning', 'Forecasting', 'Budgeting', 'Accounting', 'SAP Financial Accounting and Controlling (SAP FICO)', 'Microsoft Excel']",1.18,77243.98,118000.0,44840.0
1396,GERMANY,DE,Chartered_Accountant,€,65496.0,49000.0,71000.0,"Berlin, Berlin",-12%,0,100%,"['Financial Analysis', 'Financial Reporting']",1.18,77285.28,83780.0,57820.0
1397,GERMANY,DE,Financial_Analyst,€,48282.0,35000.0,67000.0,"Cologne, Nordrhein-Westfalen (North Rhine-Westphalia)",+13%,55.9%,42.4%,"['Forecasting', 'Financial Analysis', 'Microsoft Excel', 'Financial Reporting', 'Data Analysis', 'Financial Modeling', 'Accounting']",1.18,56972.759999999995,79060.0,41300.0
1398,GERMANY,DE,Financial_Analyst,€,48282.0,35000.0,67000.0,"Munich, Bavaria (Bayern)",+6%,55.9%,42.4%,"['Forecasting', 'Financial Analysis', 'Microsoft Excel', 'Financial Reporting', 'Data Analysis', 'Financial Modeling', 'Accounting']",1.18,56972.759999999995,79060.0,41300.0
1399,GERMANY,DE,Financial_Analyst,€,48282.0,35000.0,67000.0,"Frankfurt am Main, Hessen",+2%,55.9%,42.4%,"['Forecasting', 'Financial Analysis', 'Microsoft Excel', 'Financial Reporting', 'Data Analysis', 'Financial Modeling', 'Accounting']",1.18,56972.759999999995,79060.0,41300.0
